year,county,Divorced; Estimate; Population 15 years and over
2011,"Stephens County, Texas",11.8
2011,"Sterling County, Texas",10
2011,"Stonewall County, Texas",10.8
2011,"Sutton County, Texas",7.4
2011,"Swisher County, Texas",11.6
2011,"Tarrant County, Texas",11.7
2011,"Taylor County, Texas",11.5
2011,"Terrell County, Texas",14.5
2011,"Terry County, Texas",14.7
2011,"Throckmorton County, Texas",11.5
2011,"Titus County, Texas",11
2011,"Tom Green County, Texas",11.5
2011,"Travis County, Texas",10.4
2011,"Trinity County, Texas",11.1
2011,"Tyler County, Texas",12.7
2011,"Upshur County, Texas",11.6
2011,"Upton County, Texas",6
2011,"Uvalde County, Texas",11.2
2011,"Val Verde County, Texas",8.7
2011,"Van Zandt County, Texas",12.7
2011,"Victoria County, Texas",11.4
2011,"Walker County, Texas",12.4
2011,"Waller County, Texas",7.9
2011,"Ward County, Texas",13
2011,"Washington County, Texas",7.9
2011,"Webb County, Texas",7.9
2011,"Wharton County, Texas",10.8
2011,"Wheeler County, Texas",12.8
2011,"Wichita County, Texas",12.1
2011,"Wilbarger County, Texas",12.7
2011,"Willacy County, Texas",10.3
2011,"Williamson County, Texas",10.2
2011,"Wilson County, Texas",8.2
2011,"Winkler County, Texas",8.4
2011,"Wise County, Texas",11.6
2011,"Wood County, Texas",12.8
2011,"Yoakum County, Texas",6.2
2011,"Young County, Texas",11.9
2011,"Zapata County, Texas",7.4
2011,"Zavala County, Texas",8.9
2011,"Beaver County, Utah",11.8
2011,"Box Elder County, Utah",8
2011,"Cache County, Utah",6
2011,"Carbon County, Utah",11.1
2011,"Daggett County, Utah",10.4
2011,"Davis County, Utah",7.8
2011,"Duchesne County, Utah",7.1
2011,"Emery County, Utah",8.7
2011,"Garfield County, Utah",9
2011,"Grand County, Utah",15.2
2011,"Iron County, Utah",8.2
2011,"Juab County, Utah",7.1
2011,"Kane County, Utah",11.8
2011,"Millard County, Utah",7.2
2011,"Morgan County, Utah",5.9
2011,"Piute County, Utah",8.5
2011,"Rich County, Utah",8.8
2011,"Salt Lake County, Utah",10.6
2011,"San Juan County, Utah",7.8
2011,"Sanpete County, Utah",8.2
2011,"Sevier County, Utah",9.9
2011,"Summit County, Utah",7
2011,"Tooele County, Utah",11.2
2011,"Uintah County, Utah",10.1
2011,"Utah County, Utah",5.5
2011,"Wasatch County, Utah",6.9
2011,"Washington County, Utah",7.9
2011,"Wayne County, Utah",9.2
2011,"Weber County, Utah",10.9
2011,"Addison County, Vermont",11.1
2011,"Bennington County, Vermont",12.1
2011,"Caledonia County, Vermont",13.9
2011,"Chittenden County, Vermont",9.7
2011,"Essex County, Vermont",12.3
2011,"Franklin County, Vermont",11.7
2011,"Grand Isle County, Vermont",12.9
2011,"Lamoille County, Vermont",11.1
2011,"Orange County, Vermont",12.9
2011,"Orleans County, Vermont",11.5
2011,"Rutland County, Vermont",12.3
2011,"Washington County, Vermont",14.1
2011,"Windham County, Vermont",13.4
2011,"Windsor County, Vermont",13.9
2011,"Accomack County, Virginia",10.6
2011,"Albemarle County, Virginia",8.6
2011,"Alleghany County, Virginia",9.7
2011,"Amelia County, Virginia",11
2011,"Amherst County, Virginia",10.6
2011,"Appomattox County, Virginia",12.9
2011,"Arlington County, Virginia",7.8
2011,"Augusta County, Virginia",8.6
2011,"Bath County, Virginia",11.2
2011,"Bedford County, Virginia",8.3
2011,"Bland County, Virginia",11.1
2011,"Botetourt County, Virginia",9.7
2011,"Brunswick County, Virginia",8.7
2011,"Buchanan County, Virginia",12.1
2011,"Buckingham County, Virginia",10.1
2011,"Campbell County, Virginia",10.7
2011,"Caroline County, Virginia",11.2
2011,"Carroll County, Virginia",10.2
2011,"Charles City County, Virginia",12.8
2011,"Charlotte County, Virginia",10.5
2011,"Chesterfield County, Virginia",9.6
2011,"Clarke County, Virginia",8.4
2011,"Craig County, Virginia",8.1
2011,"Culpeper County, Virginia",8
2011,"Cumberland County, Virginia",8.5
2011,"Dickenson County, Virginia",10.8
2011,"Dinwiddie County, Virginia",11.2
2011,"Essex County, Virginia",10
2011,"Fairfax County, Virginia",7.5
2011,"Fauquier County, Virginia",8.7
2011,"Floyd County, Virginia",12
2011,"Fluvanna County, Virginia",10.3
2011,"Franklin County, Virginia",9.7
2011,"Frederick County, Virginia",11.1
2011,"Giles County, Virginia",13.7
2011,"Gloucester County, Virginia",9.2
2011,"Goochland County, Virginia",6.9
2011,"Grayson County, Virginia",11
2011,"Greene County, Virginia",11.9
2011,"Greensville County, Virginia",9.3
2011,"Halifax County, Virginia",11.3
2011,"Hanover County, Virginia",8.8
2011,"Henrico County, Virginia",11
2011,"Henry County, Virginia",12.6
2011,"Highland County, Virginia",9.1
2011,"Isle of Wight County, Virginia",8.8
2011,"James City County, Virginia",7.9
2011,"King and Queen County, Virginia",7.8
2011,"King George County, Virginia",9.8
2011,"King William County, Virginia",11.1
2011,"Lancaster County, Virginia",10
2011,"Lee County, Virginia",10.4
2011,"Loudoun County, Virginia",7.4
2011,"Louisa County, Virginia",9.9
2011,"Lunenburg County, Virginia",12
2011,"Madison County, Virginia",9.2
2011,"Mathews County, Virginia",13.4
2011,"Mecklenburg County, Virginia",10.4
2011,"Middlesex County, Virginia",10
2011,"Montgomery County, Virginia",6.7
2011,"Nelson County, Virginia",12.2
2011,"New Kent County, Virginia",7.9
2011,"Northampton County, Virginia",9.5
2011,"Northumberland County, Virginia",11.8
2011,"Nottoway County, Virginia",11.1
2011,"Orange County, Virginia",8.7
2011,"Page County, Virginia",11.6
2011,"Patrick County, Virginia",12.3
2011,"Pittsylvania County, Virginia",10.5
2011,"Powhatan County, Virginia",8.4
2011,"Prince Edward County, Virginia",6.7
2011,"Prince George County, Virginia",9.7
2011,"Prince William County, Virginia",8.4
2011,"Pulaski County, Virginia",13.6
2011,"Rappahannock County, Virginia",7.3
2011,"Richmond County, Virginia",11.1
2011,"Roanoke County, Virginia",10.7
2011,"Rockbridge County, Virginia",11.3
2011,"Rockingham County, Virginia",8.9
2011,"Russell County, Virginia",11.3
2011,"Scott County, Virginia",11.8
2011,"Shenandoah County, Virginia",11.5
2011,"Smyth County, Virginia",13.6
2011,"Southampton County, Virginia",11.4
2011,"Spotsylvania County, Virginia",8.6
2011,"Stafford County, Virginia",7.5
2011,"Surry County, Virginia",11.9
2011,"Sussex County, Virginia",7.2
2011,"Tazewell County, Virginia",9.7
2011,"Warren County, Virginia",11.6
2011,"Washington County, Virginia",11.7
2011,"Westmoreland County, Virginia",10.6
2011,"Wise County, Virginia",10
2011,"Wythe County, Virginia",11.6
2011,"York County, Virginia",8.2
2011,"Alexandria city, Virginia",11.1
2011,"Bedford city, Virginia",14.2
2011,"Bristol city, Virginia",14.9
2011,"Buena Vista city, Virginia",13.4
2011,"Charlottesville city, Virginia",8.4
2011,"Chesapeake city, Virginia",9.2
2011,"Colonial Heights city, Virginia",12.8
2011,"Covington city, Virginia",14.4
2011,"Danville city, Virginia",11.9
2011,"Emporia city, Virginia",10.2
2011,"Fairfax city, Virginia",8.2
2011,"Falls Church city, Virginia",6.4
2011,"Franklin city, Virginia",13.9
2011,"Fredericksburg city, Virginia",10.7
2011,"Galax city, Virginia",16.2
2011,"Hampton city, Virginia",11.3
2011,"Harrisonburg city, Virginia",5.6
2011,"Hopewell city, Virginia",11.9
2011,"Lexington city, Virginia",3.5
2011,"Lynchburg city, Virginia",9.1
2011,"Manassas city, Virginia",8.2
2011,"Manassas Park city, Virginia",7.3
2011,"Martinsville city, Virginia",14.3
2011,"Newport News city, Virginia",11.5
2011,"Norfolk city, Virginia",11.2
2011,"Norton city, Virginia",12.3
2011,"Petersburg city, Virginia",9.4
2011,"Poquoson city, Virginia",7.3
2011,"Portsmouth city, Virginia",11.8
2011,"Radford city, Virginia",4.8
2011,"Richmond city, Virginia",11.8
2011,"Roanoke city, Virginia",16.5
2011,"Salem city, Virginia",12.5
2011,"Staunton city, Virginia",13.4
2011,"Suffolk city, Virginia",10.7
2011,"Virginia Beach city, Virginia",10.9
2011,"Waynesboro city, Virginia",12.4
2011,"Williamsburg city, Virginia",7.7
2011,"Winchester city, Virginia",12.9
2011,"Adams County, Washington",8.2
2011,"Asotin County, Washington",14.3
2011,"Benton County, Washington",11.3
2011,"Chelan County, Washington",12.7
2011,"Clallam County, Washington",14.4
2011,"Clark County, Washington",12.5
2011,"Columbia County, Washington",13.4
2011,"Cowlitz County, Washington",12.8
2011,"Douglas County, Washington",10.5
2011,"Ferry County, Washington",12.4
2011,"Franklin County, Washington",9.8
2011,"Garfield County, Washington",7.4
2011,"Grant County, Washington",10.2
2011,"Grays Harbor County, Washington",15.5
2011,"Island County, Washington",11.1
2011,"Jefferson County, Washington",15.4
2011,"King County, Washington",10.9
2011,"Kitsap County, Washington",12.2
2011,"Kittitas County, Washington",9.8
2011,"Klickitat County, Washington",13.8
2011,"Lewis County, Washington",13.9
2011,"Lincoln County, Washington",9.7
2011,"Mason County, Washington",14
2011,"Okanogan County, Washington",11.5
2011,"Pacific County, Washington",14.6
2011,"Pend Oreille County, Washington",17.1
2011,"Pierce County, Washington",13
2011,"San Juan County, Washington",14.2
2011,"Skagit County, Washington",12.3
2011,"Skamania County, Washington",15.9
2011,"Snohomish County, Washington",12.3
2011,"Spokane County, Washington",13.1
2011,"Stevens County, Washington",12.3
2011,"Thurston County, Washington",12.6
2011,"Wahkiakum County, Washington",13.1
2011,"Walla Walla County, Washington",11.3
2011,"Whatcom County, Washington",10.7
2011,"Whitman County, Washington",6.1
2011,"Yakima County, Washington",10.5
2011,"Barbour County, West Virginia",10
2011,"Berkeley County, West Virginia",12.7
2011,"Boone County, West Virginia",13.4
2011,"Braxton County, West Virginia",13.5
2011,"Brooke County, West Virginia",12.2
2011,"Cabell County, West Virginia",13.5
2011,"Calhoun County, West Virginia",12.7
2011,"Clay County, West Virginia",10.3
2011,"Doddridge County, West Virginia",15.9
2011,"Fayette County, West Virginia",13.6
2011,"Gilmer County, West Virginia",11.7
2011,"Grant County, West Virginia",11
2011,"Greenbrier County, West Virginia",12.9
2011,"Hampshire County, West Virginia",10.2
2011,"Hancock County, West Virginia",13
2011,"Hardy County, West Virginia",14.1
2011,"Harrison County, West Virginia",11.8
2011,"Jackson County, West Virginia",12.3
2011,"Jefferson County, West Virginia",10.4
2011,"Kanawha County, West Virginia",14.1
2011,"Lewis County, West Virginia",11.1
2011,"Lincoln County, West Virginia",12.3
2011,"Logan County, West Virginia",13.9
2011,"McDowell County, West Virginia",12
2011,"Marion County, West Virginia",12.7
2011,"Marshall County, West Virginia",12.4
2011,"Mason County, West Virginia",14.9
2011,"Mercer County, West Virginia",11.5
2011,"Mineral County, West Virginia",12.2
2011,"Mingo County, West Virginia",13.8
2011,"Monongalia County, West Virginia",8.6
2011,"Monroe County, West Virginia",11.2
2011,"Morgan County, West Virginia",11.8
2011,"Nicholas County, West Virginia",10.7
2011,"Ohio County, West Virginia",10.9
2011,"Pendleton County, West Virginia",11.6
2011,"Pleasants County, West Virginia",14.4
2011,"Pocahontas County, West Virginia",13.8
2011,"Preston County, West Virginia",10.7
2011,"Putnam County, West Virginia",10
2011,"Raleigh County, West Virginia",12.2
2011,"Randolph County, West Virginia",11
2011,"Ritchie County, West Virginia",14.1
2011,"Roane County, West Virginia",11.4
2011,"Summers County, West Virginia",11.9
2011,"Taylor County, West Virginia",11.6
2011,"Tucker County, West Virginia",12.3
2011,"Tyler County, West Virginia",10
2011,"Upshur County, West Virginia",11.8
2011,"Wayne County, West Virginia",13
2011,"Webster County, West Virginia",10.6
2011,"Wetzel County, West Virginia",11.5
2011,"Wirt County, West Virginia",13.1
2011,"Wood County, West Virginia",13.6
2011,"Wyoming County, West Virginia",11.6
2011,"Adams County, Wisconsin",12.5
2011,"Ashland County, Wisconsin",12.9
2011,"Barron County, Wisconsin",11.5
2011,"Bayfield County, Wisconsin",11.9
2011,"Brown County, Wisconsin",9.8
2011,"Buffalo County, Wisconsin",9.9
2011,"Burnett County, Wisconsin",12.3
2011,"Calumet County, Wisconsin",7
2011,"Chippewa County, Wisconsin",11.6
2011,"Clark County, Wisconsin",8.1
2011,"Columbia County, Wisconsin",11.5
2011,"Crawford County, Wisconsin",11.7
2011,"Dane County, Wisconsin",9.4
2011,"Dodge County, Wisconsin",11
2011,"Door County, Wisconsin",9.5
2011,"Douglas County, Wisconsin",10.7
2011,"Dunn County, Wisconsin",7.9
2011,"Eau Claire County, Wisconsin",9.7
2011,"Florence County, Wisconsin",9.5
2011,"Fond du Lac County, Wisconsin",9.7
2011,"Forest County, Wisconsin",12.8
2011,"Grant County, Wisconsin",8.5
2011,"Green County, Wisconsin",10.5
2011,"Green Lake County, Wisconsin",10
2011,"Iowa County, Wisconsin",7.8
2011,"Iron County, Wisconsin",12.4
2011,"Jackson County, Wisconsin",12.3
2011,"Jefferson County, Wisconsin",10.1
2011,"Juneau County, Wisconsin",11.6
2011,"Kenosha County, Wisconsin",11.4
2011,"Kewaunee County, Wisconsin",8.2
2011,"La Crosse County, Wisconsin",9.1
2011,"Lafayette County, Wisconsin",8.4
2011,"Langlade County, Wisconsin",10.4
2011,"Lincoln County, Wisconsin",9.8
2011,"Manitowoc County, Wisconsin",10.5
2011,"Marathon County, Wisconsin",9.8
2011,"Marinette County, Wisconsin",12.2
2011,"Marquette County, Wisconsin",11.7
2011,"Menominee County, Wisconsin",6.2
2011,"Milwaukee County, Wisconsin",10.7
2011,"Monroe County, Wisconsin",11.1
2011,"Oconto County, Wisconsin",9.8
2011,"Oneida County, Wisconsin",10.8
2011,"Outagamie County, Wisconsin",9.6
2011,"Ozaukee County, Wisconsin",7.6
2011,"Pepin County, Wisconsin",8.6
2011,"Pierce County, Wisconsin",8
2011,"Polk County, Wisconsin",11.9
2011,"Portage County, Wisconsin",8
2011,"Price County, Wisconsin",9.9
2011,"Racine County, Wisconsin",10.6
2011,"Richland County, Wisconsin",10.8
2011,"Rock County, Wisconsin",12
2011,"Rusk County, Wisconsin",11.8
2011,"St. Croix County, Wisconsin",9.5
2011,"Sauk County, Wisconsin",10.9
2011,"Sawyer County, Wisconsin",11.8
2011,"Shawano County, Wisconsin",9.7
2011,"Sheboygan County, Wisconsin",9.7
2011,"Taylor County, Wisconsin",9
2011,"Trempealeau County, Wisconsin",10.7
2011,"Vernon County, Wisconsin",9.7
2011,"Vilas County, Wisconsin",11.5
2011,"Walworth County, Wisconsin",10
2011,"Washburn County, Wisconsin",12.5
2011,"Washington County, Wisconsin",9.2
2011,"Waukesha County, Wisconsin",8.5
2011,"Waupaca County, Wisconsin",12.6
2011,"Waushara County, Wisconsin",12.2
2011,"Winnebago County, Wisconsin",10.7
2011,"Wood County, Wisconsin",10.6
2011,"Albany County, Wyoming",9.2
2011,"Big Horn County, Wyoming",8.6
2011,"Campbell County, Wyoming",11.3
2011,"Carbon County, Wyoming",14.2
2011,"Converse County, Wyoming",13.9
2011,"Crook County, Wyoming",10
2011,"Fremont County, Wyoming",13.5
2011,"Goshen County, Wyoming",14.4
2011,"Hot Springs County, Wyoming",15
2011,"Johnson County, Wyoming",9.8
2011,"Laramie County, Wyoming",14.1
2011,"Lincoln County, Wyoming",10.2
2011,"Natrona County, Wyoming",14.1
2011,"Niobrara County, Wyoming",14.1
2011,"Park County, Wyoming",10.9
2011,"Platte County, Wyoming",12.8
2011,"Sheridan County, Wyoming",14.1
2011,"Sublette County, Wyoming",9.8
2011,"Sweetwater County, Wyoming",11.5
2011,"Teton County, Wyoming",8.4
2011,"Uinta County, Wyoming",16.2
2011,"Washakie County, Wyoming",13.5
2011,"Weston County, Wyoming",10.5
2012,"Autauga County, Alabama",12.6
2012,"Baldwin County, Alabama",11.8
2012,"Barbour County, Alabama",13.5
2012,"Bibb County, Alabama",14.3
2012,"Blount County, Alabama",12
2012,"Bullock County, Alabama",11.1
2012,"Butler County, Alabama",14.1
2012,"Calhoun County, Alabama",12.6
2012,"Chambers County, Alabama",13.2
2012,"Cherokee County, Alabama",10.3
2012,"Chilton County, Alabama",12.6
2012,"Choctaw County, Alabama",13.2
2012,"Clarke County, Alabama",11.3
2012,"Clay County, Alabama",13.1
2012,"Cleburne County, Alabama",13.9
2012,"Coffee County, Alabama",12.8
2012,"Colbert County, Alabama",13.6
2012,"Conecuh County, Alabama",10
2012,"Coosa County, Alabama",15
2012,"Covington County, Alabama",14.3
2012,"Crenshaw County, Alabama",12.8
2012,"Cullman County, Alabama",11.8
2012,"Dale County, Alabama",14
2012,"Dallas County, Alabama",12
2012,"DeKalb County, Alabama",10.7
2012,"Elmore County, Alabama",11.6
2012,"Escambia County, Alabama",13.5
2012,"Etowah County, Alabama",12.8
2012,"Fayette County, Alabama",12.9
2012,"Franklin County, Alabama",12.5
2012,"Geneva County, Alabama",13.2
2012,"Greene County, Alabama",12.1
2012,"Hale County, Alabama",11.2
2012,"Henry County, Alabama",12.2
2012,"Houston County, Alabama",13.8
2012,"Jackson County, Alabama",11.9
2012,"Jefferson County, Alabama",12.4
2012,"Lamar County, Alabama",11
2012,"Lauderdale County, Alabama",11.9
2012,"Lawrence County, Alabama",11.4
2012,"Lee County, Alabama",9.7
2012,"Limestone County, Alabama",11.7
2012,"Lowndes County, Alabama",12.4
2012,"Macon County, Alabama",10.3
2012,"Madison County, Alabama",12
2012,"Marengo County, Alabama",12.2
2012,"Marion County, Alabama",12.1
2012,"Marshall County, Alabama",12.1
2012,"Mobile County, Alabama",12.6
2012,"Monroe County, Alabama",13
2012,"Montgomery County, Alabama",13.1
2012,"Morgan County, Alabama",13.3
2012,"Perry County, Alabama",8.9
2012,"Pickens County, Alabama",11.7
2012,"Pike County, Alabama",9.5
2012,"Randolph County, Alabama",12.2
2012,"Russell County, Alabama",14.9
2012,"St. Clair County, Alabama",13.5
2012,"Shelby County, Alabama",10.9
2012,"Sumter County, Alabama",9.7
2012,"Talladega County, Alabama",13.4
2012,"Tallapoosa County, Alabama",12.7
2012,"Tuscaloosa County, Alabama",10.7
2012,"Walker County, Alabama",14.3
2012,"Washington County, Alabama",8.9
2012,"Wilcox County, Alabama",9.1
2012,"Winston County, Alabama",14.9
2012,"Aleutians East Borough, Alaska",10.5
2012,"Aleutians West Census Area, Alaska",16.4
2012,"Anchorage Municipality, Alaska",13
2012,"Bethel Census Area, Alaska",6.5
2012,"Bristol Bay Borough, Alaska",13.1
2012,"Denali Borough, Alaska",12
2012,"Dillingham Census Area, Alaska",8.2
2012,"Fairbanks North Star Borough, Alaska",10.1
2012,"Haines Borough, Alaska",11.7
2012,"Hoonah-Angoon Census Area, Alaska",11.8
2012,"Juneau City and Borough, Alaska",13.3
2012,"Kenai Peninsula Borough, Alaska",13.3
2012,"Ketchikan Gateway Borough, Alaska",17
2012,"Kodiak Island Borough, Alaska",11.1
2012,"Lake and Peninsula Borough, Alaska",8.2
2012,"Matanuska-Susitna Borough, Alaska",12.4
2012,"Nome Census Area, Alaska",9.3
2012,"North Slope Borough, Alaska",10.1
2012,"Northwest Arctic Borough, Alaska",5.8
2012,"Petersburg Census Area, Alaska",8.4
2012,"Prince of Wales-Hyder Census Area, Alaska",15.2
2012,"Sitka City and Borough, Alaska",13.5
2012,"Skagway Municipality, Alaska",10
2012,"Southeast Fairbanks Census Area, Alaska",11
2012,"Valdez-Cordova Census Area, Alaska",12.8
2012,"Wade Hampton Census Area, Alaska",3.6
2012,"Wrangell City and Borough, Alaska",12.1
2012,"Yakutat City and Borough, Alaska",18.3
2012,"Yukon-Koyukuk Census Area, Alaska",9.1
2012,"Apache County, Arizona",8.7
2012,"Cochise County, Arizona",13.5
2012,"Coconino County, Arizona",9.7
